hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,V4,VAngle4,I1,IAngle1,I2,IAngle2,I3,IAngle3,I4,IAngle4
1, 0.00000, 124.008, -30.7345, 124.342, -150.621, 124.372, 89.4329, 0, 0, 1.75302, -53.8083, 1.74832, -173.695, 1.7479, 66.359, 0.00580855, 73.0804
2, 0.00000, 124.008, -30.7345, 124.342, -150.621, 124.372, 89.4329, 0, 0, 1.75304, -53.8084, 1.74833, -173.695, 1.74791, 66.359, 0.00581186, 73.1085
3, 0.00000, 123.336, -30.8264, 123.744, -150.702, 123.752, 89.3536, 0, 0, 2.05142, -53.8999, 2.04469, -173.776, 2.04453, 66.2798, 0.00753249, 78.6063
4, 0.00000, 123.189, -30.8465, 123.613, -150.72, 123.617, 89.3363, 0, 0, 2.11662, -53.9203, 2.10937, -173.794, 2.1093, 66.2624, 0.00795851, 79.7359
5, 0.00000, 122.779, -30.9025, 123.248, -150.77, 123.239, 89.2881, 0, 0, 2.29877, -53.9762, 2.29004, -173.843, 2.29019, 66.2143, 0.00919746, 82.5228
6, 0.00000, 122.498, -30.9408, 122.999, -150.803, 122.981, 89.2552, 0, 0, 2.42336, -54.0145, 2.41352, -173.877, 2.41386, 66.1814, 0.0101187, 84.2867
7, 0.00000, 122.602, -30.8706, 123.287, -150.769, 123.073, 89.2419, 0, 0, 2.83015, -53.9445, 2.81446, -173.843, 2.81929, 66.1678, 0.0128648, 121.272
8, 0.00000, 122.036, -30.9478, 122.787, -150.836, 122.552, 89.1758, 0, 0, 3.08363, -54.0213, 3.06481, -173.91, 3.07066, 66.102, 0.0153898, 121.467
9, 0.00000, 121.051, -31.0817, 121.92, -150.953, 121.648, 89.0617, 0, 0, 3.52463, -54.1548, 3.49959, -174.027, 3.50739, 65.988, 0.0204056, 121.553
10, 0.00000, 120.61, -31.1415, 121.534, -151.006, 121.244, 89.011, 0, 0, 3.7219, -54.215, 3.69367, -174.079, 3.70247, 65.9372, 0.0229668, 121.618
11, 0.00000, 115.863, -31.7803, 117.414, -151.559, 116.921, 88.4791, 0, 0, 5.84561, -54.854, 5.76843, -174.633, 5.79271, 65.4052, 0.0617314, 122.165
12, 0.00000, 116.853, -31.6477, 118.267, -151.445, 117.819, 88.588, 0, 0, 5.40245, -54.7219, 5.33781, -174.519, 5.35813, 65.5141, 0.0518531, 122.08
13, 0.00000, 116.262, -31.727, 117.756, -151.513, 117.282, 88.5227, 0, 0, 5.6672, -54.7999, 5.59548, -174.587, 5.61801, 65.449, 0.0574631, 122.102
14, 0.00000, 115.631, -31.8113, 117.216, -151.586, 116.712, 88.4539, 0, 0, 5.94919, -54.885, 5.86882, -174.66, 5.89412, 65.3799, 0.0642342, 122.2
15, 0.00000, 115.62, -31.8127, 117.207, -151.587, 116.702, 88.4527, 0, 0, 5.95395, -54.8866, 5.87339, -174.661, 5.89877, 65.3788, 0.0643771, 122.211
16, 0.00000, 114.835, -31.9174, 116.535, -151.677, 115.994, 88.3677, 0, 0, 6.30485, -54.9911, 6.21298, -174.751, 6.24195, 65.2937, 0.0732349, 122.295
