hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
1, 0.00000, 124.233, -30.6427, 124.513, -150.511, 124.61, 89.5554, 0, 0, 2.29219, -53.7159, 2.28708, -173.584, 2.2853, 66.4816, 0.00892678, 61.0541
2, 0.00000, 124.233, -30.6428, 124.513, -150.511, 124.609, 89.5554, 0, 0, 2.29233, -53.7167, 2.28717, -173.585, 2.2854, 66.4814, 0.00895447, 61.1656
3, 0.00000, 123.653, -30.7171, 123.997, -150.576, 124.076, 89.4921, 0, 0, 2.6805, -53.7908, 2.67309, -173.649, 2.67139, 66.4182, 0.0111319, 66.0704
4, 0.00000, 123.528, -30.7333, 123.884, -150.59, 123.96, 89.4783, 0, 0, 2.76502, -53.8064, 2.75709, -173.663, 2.75541, 66.4047, 0.0116298, 67.0434
5, 0.00000, 123.175, -30.7785, 123.57, -150.629, 123.635, 89.44, 0, 0, 3.00174, -53.8522, 2.99214, -173.703, 2.99058, 66.3661, 0.0131586, 69.764
6, 0.00000, 122.934, -30.8093, 123.356, -150.656, 123.413, 89.4139, 0, 0, 3.16338, -53.8831, 3.15256, -173.73, 3.15111, 66.34, 0.014258, 71.494
7, 0.00000, 123.458, -30.7074, 124.052, -150.617, 123.867, 89.3903, 0, 0, 3.68182, -53.7813, 3.66419, -173.691, 3.66963, 66.3163, 0.0145538, 121.089
8, 0.00000, 122.975, -30.7692, 123.625, -150.671, 123.422, 89.3378, 0, 0, 4.00877, -53.8429, 3.98772, -173.744, 3.99425, 66.2639, 0.0173371, 121.223
9, 0.00000, 122.139, -30.8761, 122.886, -150.763, 122.653, 89.2473, 0, 0, 4.57628, -53.9496, 4.54851, -173.837, 4.55714, 66.1735, 0.0228202, 121.277
10, 0.00000, 121.766, -30.9236, 122.558, -150.804, 122.311, 89.2072, 0, 0, 4.82946, -53.9973, 4.79831, -173.878, 4.80799, 66.1333, 0.0255628, 121.311
11, 0.00000, 117.811, -31.4244, 119.091, -151.235, 118.688, 88.7901, 0, 0, 7.53097, -54.498, 7.45015, -174.309, 7.47537, 65.7162, 0.0655286, 121.609
12, 0.00000, 118.626, -31.3216, 119.803, -151.147, 119.433, 88.8749, 0, 0, 6.97174, -54.3962, 6.90311, -174.221, 6.92453, 65.8008, 0.0557386, 121.588
13, 0.00000, 118.138, -31.3832, 119.376, -151.2, 118.987, 88.824, 0, 0, 7.30646, -54.4567, 7.23079, -174.273, 7.25439, 65.7502, 0.061408, 121.593
14, 0.00000, 117.621, -31.4483, 118.925, -151.255, 118.515, 88.7705, 0, 0, 7.66136, -54.5217, 7.57744, -174.329, 7.60364, 65.6967, 0.0679986, 121.636
15, 0.00000, 117.611, -31.4494, 118.918, -151.256, 118.507, 88.7696, 0, 0, 7.66766, -54.5233, 7.58345, -174.33, 7.60975, 65.6957, 0.0682122, 121.65
16, 0.00000, 116.97, -31.5299, 118.36, -151.325, 117.922, 88.7036, 0, 0, 8.1083, -54.6032, 8.01329, -174.399, 8.04297, 65.6298, 0.0768312, 121.687
17, 0.00000, 117.216, -31.4991, 118.574, -151.299, 118.146, 88.7289, 0, 0, 7.93942, -54.5732, 7.84841, -174.373, 7.87686, 65.6549, 0.0736108, 121.693
18, 0.00000, 116.256, -31.6535, 117.471, -151.383, 117.302, 88.7127, 0, 0, 7.68019, -54.7265, 7.60085, -174.456, 7.61195, 65.6389, 0.070843, 97.8532
19, 0.00000, 116.523, -31.6199, 117.704, -151.355, 117.546, 88.74, 0, 0, 7.49781, -54.6941, 7.42251, -174.429, 7.43251, 65.666, 0.067725, 97.167
20, 0.00000, 120.43, -31.1281, 121.137, -150.932, 121.113, 89.1457, 0, 0, 4.8491, -54.2022, 4.82077, -174.006, 4.82171, 66.0718, 0.0292472, 85.2806
21, 0.00000, 120.616, -31.1045, 121.301, -150.911, 121.284, 89.1654, 0, 0, 4.72352, -54.1786, 4.69683, -173.985, 4.6975, 66.0915, 0.0278845, 84.458
22, 0.00000, 121.705, -30.9662, 122.265, -150.792, 122.283, 89.2815, 0, 0, 3.98981, -54.0406, 3.97147, -173.866, 3.9709, 66.2074, 0.0207999, 79.1767
23, 0.00000, 122.556, -30.8576, 123.02, -150.698, 123.065, 89.373, 0, 0, 3.41726, -53.9319, 3.40433, -173.772, 3.4031, 66.299, 0.0161174, 74.0949
24, 0.00000, 124.205, -30.6463, 124.488, -150.514, 124.584, 89.5524, 0, 0, 2.31075, -53.7208, 2.30547, -173.588, 2.3037, 66.4783, 0.00906777, 61.4809
