0,1.104181156;;;;;
1,1.103066103;;;;;
2,1.073728166;;;;;
3,1.057491218;;;;;
4,1.054773477;;;;;
5,1.006620167;;;;;
6,0.889477253;;;;;
7,0.70822294;;;;;
8,0.705958075;;;;;
9,0.570522563;;;;;
10,0.490940696;;;;;
11,0.498675916;;;;;
12,0.405505127;;;;;
13,0.495052237;;;;;
14,0.495679386;;;;;
15,0.599790856;;;;;
16,0.628153282;;;;;
17,0.761045197;;;;;
18,0.780034773;;;;;
19,0.89724733;;;;;
20,0.958397114;;;;;
21,1.018536571;;;;;
22,1.038536543;;;;;
23,1.046202034;;;;;
