hour,t(sec),"P1 (kW)","Q1 (kvar)","P2 (kW)","Q2 (kvar)","P3 (kW)","Q3 (kvar)","P4 (kW)","Q4 (kvar)"
0, 60.00000, 0.840777, 0.35816, 0.839758, 0.357738, 0.84074, 0.358145, 0, 0
0, 120.00000, 0.840773, 0.358158, 0.839756, 0.357737, 0.84074, 0.358146, 0, 0
0, 180.00000, 0.84077, 0.358158, 0.839754, 0.357736, 0.84074, 0.358147, 0, 0
0, 240.00000, 0.840767, 0.358157, 0.839752, 0.357735, 0.84074, 0.358147, 0, 0
0, 300.00000, 0.840764, 0.358157, 0.83975, 0.357734, 0.84074, 0.358148, 0, 0
0, 360.00000, 0.840761, 0.358156, 0.839748, 0.357732, 0.84074, 0.358148, 0, 0
0, 420.00000, 0.840759, 0.358156, 0.839745, 0.357731, 0.84074, 0.358149, 0, 0
0, 480.00000, 0.840757, 0.358156, 0.839743, 0.35773, 0.84074, 0.358149, 0, 0
0, 540.00000, 0.840756, 0.358155, 0.839741, 0.357729, 0.84074, 0.35815, 0, 0
0, 600.00000, 0.840754, 0.358155, 0.839738, 0.357728, 0.84074, 0.35815, 0, 0
0, 660.00000, 0.840753, 0.358155, 0.839736, 0.357727, 0.84074, 0.358151, 0, 0
0, 720.00000, 0.840751, 0.358155, 0.839734, 0.357726, 0.84074, 0.358151, 0, 0
0, 780.00000, 0.84075, 0.358155, 0.839732, 0.357725, 0.84074, 0.358151, 0, 0
0, 840.00000, 0.840749, 0.358155, 0.839731, 0.357724, 0.84074, 0.358151, 0, 0
0, 900.00000, 0.840748, 0.358154, 0.839729, 0.357724, 0.84074, 0.358152, 0, 0
0, 960.00000, 0.822783, 0.350501, 0.819448, 0.349083, 0.822777, 0.350501, 0, 0
0, 1020.00000, 0.822782, 0.350501, 0.819448, 0.349083, 0.822777, 0.350501, 0, 0
0, 1080.00000, 0.822782, 0.350501, 0.819448, 0.349083, 0.822777, 0.350501, 0, 0
0, 1140.00000, 0.822782, 0.350502, 0.819448, 0.349083, 0.822777, 0.350501, 0, 0
0, 1200.00000, 0.822781, 0.350502, 0.819447, 0.349083, 0.822777, 0.350501, 0, 0
0, 1260.00000, 0.822781, 0.350502, 0.819447, 0.349083, 0.822777, 0.350501, 0, 0
0, 1320.00000, 0.822781, 0.350502, 0.819447, 0.349083, 0.822777, 0.350501, 0, 0
0, 1380.00000, 0.82278, 0.350502, 0.819447, 0.349083, 0.822777, 0.350501, 0, 0
0, 1440.00000, 0.82278, 0.350502, 0.819446, 0.349083, 0.822777, 0.350501, 0, 0
0, 1500.00000, 0.82278, 0.350502, 0.819446, 0.349083, 0.822777, 0.350501, 0, 0
0, 1560.00000, 0.82278, 0.350502, 0.819446, 0.349083, 0.822777, 0.350501, 0, 0
0, 1620.00000, 0.822779, 0.350502, 0.819446, 0.349082, 0.822777, 0.350501, 0, 0
0, 1680.00000, 0.822779, 0.350502, 0.819445, 0.349082, 0.822777, 0.350501, 0, 0
0, 1740.00000, 0.822779, 0.350502, 0.819445, 0.349082, 0.822777, 0.350501, 0, 0
0, 1800.00000, 0.822779, 0.350502, 0.819445, 0.349082, 0.822777, 0.350501, 0, 0
0, 1860.00000, 0.777958, 0.331408, 0.776628, 0.330842, 0.777956, 0.331407, 0, 0
0, 1920.00000, 0.777957, 0.331408, 0.776628, 0.330842, 0.777956, 0.331408, 0, 0
0, 1980.00000, 0.777957, 0.331408, 0.776627, 0.330842, 0.777956, 0.331408, 0, 0
0, 2040.00000, 0.777957, 0.331408, 0.776627, 0.330842, 0.777956, 0.331408, 0, 0
0, 2100.00000, 0.777957, 0.331408, 0.776627, 0.330842, 0.777956, 0.331408, 0, 0
0, 2160.00000, 0.777957, 0.331408, 0.776627, 0.330842, 0.777956, 0.331408, 0, 0
0, 2220.00000, 0.777957, 0.331408, 0.776627, 0.330842, 0.777956, 0.331408, 0, 0
0, 2280.00000, 0.777957, 0.331408, 0.776627, 0.330842, 0.777956, 0.331408, 0, 0
0, 2340.00000, 0.777957, 0.331408, 0.776627, 0.330842, 0.777956, 0.331408, 0, 0
0, 2400.00000, 0.777957, 0.331408, 0.776626, 0.330842, 0.777956, 0.331408, 0, 0
0, 2460.00000, 0.777957, 0.331408, 0.776626, 0.330841, 0.777956, 0.331408, 0, 0
0, 2520.00000, 0.777957, 0.331408, 0.776626, 0.330841, 0.777956, 0.331408, 0, 0
0, 2580.00000, 0.777956, 0.331408, 0.776626, 0.330841, 0.777956, 0.331408, 0, 0
0, 2640.00000, 0.777956, 0.331408, 0.776626, 0.330841, 0.777956, 0.331408, 0, 0
0, 2700.00000, 0.777956, 0.331408, 0.776626, 0.330841, 0.777956, 0.331408, 0, 0
0, 2760.00000, 0.761489, 0.324393, 0.761487, 0.324392, 0.761488, 0.324392, 0, 0
0, 2820.00000, 0.761488, 0.324393, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 2880.00000, 0.761488, 0.324393, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 2940.00000, 0.761488, 0.324393, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 3000.00000, 0.761488, 0.324393, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 3060.00000, 0.761488, 0.324393, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 3120.00000, 0.761488, 0.324392, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 3180.00000, 0.761488, 0.324392, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 3240.00000, 0.761488, 0.324392, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 3300.00000, 0.761488, 0.324392, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 3360.00000, 0.761488, 0.324392, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 3420.00000, 0.761488, 0.324392, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 3480.00000, 0.761488, 0.324392, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
0, 3540.00000, 0.761489, 0.324393, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
1, 0.00000, 0.761488, 0.324392, 0.761488, 0.324392, 0.761488, 0.324392, 0, 0
1, 60.00000, 0.698994, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 120.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 180.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 240.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 300.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 360.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 420.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 480.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 540.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 600.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 660.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 720.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 780.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 840.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 900.00000, 0.698993, 0.29777, 0.698993, 0.29777, 0.698993, 0.29777, 0, 0
1, 960.00000, 0.706315, 0.300889, 0.706314, 0.300889, 0.706315, 0.300889, 0, 0
1, 1020.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1080.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1140.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1200.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1260.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1320.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1380.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1440.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1500.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1560.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1620.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1680.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1740.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1800.00000, 0.706314, 0.300889, 0.706314, 0.300889, 0.706314, 0.300889, 0, 0
1, 1860.00000, 0.751455, 0.320118, 0.751454, 0.320118, 0.751454, 0.320118, 0, 0
1, 1920.00000, 0.751454, 0.320118, 0.751454, 0.320118, 0.751454, 0.320118, 0, 0
1, 1980.00000, 0.751454, 0.320118, 0.751454, 0.320118, 0.751454, 0.320118, 0, 0
1, 2040.00000, 0.751454, 0.320118, 0.751454, 0.320118, 0.751454, 0.320118, 0, 0
1, 2100.00000, 0.751454, 0.320118, 0.751454, 0.320118, 0.751454, 0.320118, 0, 0
1, 2160.00000, 0.751454, 0.320118, 0.751454, 0.320118, 0.751454, 0.320118, 0, 0
